transaction_id,customer_name,email,total_amount,product_name,price,total_sold,revenue_generated,payment_method,transaction_date,store_location,category,discount_applied,delivery_status,customer_rating,return_requested,customer_segment,coupon_used,profit
TXN-3233,Tiffany Johnston,michaelchambers@fisher.com,777.98,Perfume,724.74,,724.74,Cash,14-03-2025 19:29,Chennai,Beauty,25,Delivered,1,Yes,Loyal,Yes,724.74
TXN-3234,Sarah Berry,oli@strickland.org,2051.36,Wall Clock,401.03,5,2005.15,UPI,17-03-2024 14:05,Delhi,Home Decor,,,5,No,Loyal,Yes,0
TXN-3235,Tracy Garcia,danielmelissa@yahoo.com,190.8,Cushion Cover,95.16,,95.16,PayPal,02-08-2024 17:28,Delhi,Home Decor,5,Pending,,No,,No,95.16
TXN-3236,Hailey Beltran,sean05@lyons-walters.com,615.44,Sunglasses,577.45,1,577.45,Cash,08-04-2024 20:02,Jaipur,Accessories,0,,,No,Loyal,No,0
TXN-3237,Sharon Wong,kimberly27@gmail.com,368.63,Bluetooth Speaker,180.67,2,361.34,UPI,14-07-2024 10:41,Delhi,Electronics,20,,1,No,Loyal,No,0
TXN-3238,Joshua Trujillo,maria11@sullivan.biz,2008.01,Planner,656.51,3,1969.53,Debit Card,03-04-2024 05:13,Chennai,Stationery,,Delivered,3,No,New,Yes,0
TXN-3239,Michael Bell,kari25@gmail.com,2322.59,Leather Wallet,451.2,5,2256,,23-01-2024 19:02,Hyderabad,Fashion,25,Pending,4,Yes,New,No,0
TXN-3240,Eric Hunter,raymonddominguez@gmail.com,905.49,Candles Set,435.21,2,870.42,UPI,09-01-2024 17:18,Delhi,Home Decor,5,,3,No,Loyal,No,0
TXN-3241,Kyle Mcdowell,dustin58@yahoo.com,1245.52,Dumbbell Set,607.69,2,1215.38,,01-09-2024 08:58,Jaipur,Sportswear,25,Cancelled,4,No,Premium,Yes,0
TXN-3242,James Kirk,nguyenjeffrey@gmail.com,105.44,Notebook,22.58,2,45.16,PayPal,07-05-2024 04:51,,Stationery,20,Pending,4,No,Regular,Yes,0
TXN-3243,Mary Hill,marthalucero@gmail.com,499.55,Coffee Maker,81.53,5,407.65,,07-09-2025 22:36,Hyderabad,Home Appliances,,Pending,,No,,No,0
TXN-3244,Matthew Robinson,,475.24,Sunglasses,115.1,4,460.4,,12-01-2025 10:46,Chennai,Accessories,5,Cancelled,2,No,Regular,Yes,0
TXN-3245,Cody Stone,tfrancis@yahoo.com,404.88,Mop,132.46,3,397.38,Debit Card,14-07-2025 05:50,Pune,Household,15,Pending,4,No,Premium,Yes,0
TXN-3246,Jessica Diaz,amber12@heath-andersen.com,330.94,4K Smart TV,244.47,1,244.47,Cash,08-07-2025 03:08,Jaipur,Electronics,30,Pending,4,Yes,,No,0
TXN-3247,Betty Pollard,daniel93@hotmail.com,2098.07,Sunglasses,505.53,4,2022.12,,25-07-2024 18:28,Kolkata,Accessories,20,,3,No,Premium,No,0
TXN-3248,Maria Spencer,dadams@montgomery-crawford.biz,309.87,Broom,292.09,,292.09,,18-12-2023 10:11,Pune,Household,10,Delivered,5,No,Loyal,No,292.09
TXN-3249,Carolyn Castro,thomas21@gomez.com,490.64,Notebook,92.8,5,464,UPI,24-09-2025 13:24,,Stationery,15,,3,No,Regular,No,0
TXN-3250,Michelle Henry,clewis@ryan-leonard.com,1826.04,Candles Set,355.92,5,1779.6,Debit Card,26-04-2024 20:12,Mumbai,Home Decor,,Delivered,3,No,Premium,Yes,0
TXN-3251,Sherri Shah,michelle90@webster.com,321.22,Keyboard,289.99,,289.99,UPI,16-02-2025 23:53,Mumbai,Electronics,,,,Yes,Loyal,Yes,289.99
TXN-3252,Jason Martin,tinaayala@houston.info,1907.08,Router,367.17,5,1835.85,UPI,17-05-2025 04:13,Kolkata,Electronics,15,,2,No,,No,0
TXN-3253,Brandon Shah,ejames@gmail.com,849.65,4K Smart TV,777,1,777,UPI,17-08-2025 07:03,Delhi,Electronics,5,Delivered,5,No,Premium,No,0
TXN-3254,Brendan Kelly,victor24@yahoo.com,1111.25,Yoga Mat,206.55,5,1032.75,Debit Card,02-04-2024 00:28,Bangalore,Sportswear,0,,,Yes,New,Yes,0
TXN-3255,William Schultz,hwalton@yahoo.com,3858.89,Air Conditioner,757.46,5,3787.3,,14-11-2023 01:11,Hyderabad,Home Appliances,30,,,No,Premium,No,0
TXN-3256,Amy Hawkins,jacksontamara@hotmail.com,279.04,Dumbbell Set,85.73,3,257.19,Cash,07-11-2023 23:22,Chennai,Sportswear,,Delivered,,No,Loyal,Yes,0
TXN-3257,James Johnson,sosajacob@hotmail.com,352.59,T-shirt,287.45,,287.45,UPI,19-11-2024 04:02,Jaipur,Fashion,5,Cancelled,1,No,Regular,No,287.45
TXN-3258,Daniel Reed,audrey72@hernandez.com,570.35,Smart Refrigerator,549.34,1,549.34,PayPal,24-10-2025 16:01,Mumbai,Home Appliances,,Cancelled,4,No,Regular,No,0
TXN-3259,Tina Shepard,daniel29@hotmail.com,401.91,Curtains,306.12,1,306.12,Debit Card,07-03-2024 05:10,Jaipur,Home Decor,10,Pending,3,Yes,Premium,No,0
TXN-3260,Kathleen Munoz,jmcfarland@yahoo.com,1925.9,Wrist Watch,463.45,4,1853.8,Debit Card,29-06-2025 04:52,,Accessories,10,,1,No,Regular,No,0
TXN-3261,Bruce Spencer,michaelallen@yahoo.com,2036.9,LED Lamp,647.69,3,1943.07,Credit Card,23-03-2024 11:48,Kolkata,Furniture,10,Pending,1,No,Premium,No,0
TXN-3262,Amanda Brown,abbottchristopher@hotmail.com,2487.79,Ergonomic Chair,797.9,3,2393.7,,04-07-2024 04:25,,Furniture,30,,1,No,,Yes,0
TXN-3263,Kristine Park,justintaylor@gmail.com,436.79,Pen Set,204.52,2,409.04,Cash,12-06-2024 18:02,Pune,Stationery,30,Delivered,3,Yes,Loyal,No,0
TXN-3264,Jessica Graham,gjohnson@hoffman-lynch.com,453.84,Wall Clock,88.04,5,440.2,,18-11-2024 17:05,Kolkata,Home Decor,30,Pending,3,No,Premium,No,0
TXN-3265,Patricia Townsend DDS,staceyparker@adkins.com,286.94,Yoga Mat,241.44,,241.44,Cash,25-05-2025 09:38,Hyderabad,Sportswear,5,,1,No,Regular,No,241.44
TXN-3266,Alfred Rasmussen,michaelmedina@hotmail.com,1603.82,Mop,392.44,4,1569.76,UPI,06-09-2025 19:56,Mumbai,Household,0,Pending,1,No,,No,0
TXN-3267,Jordan Sweeney,lozanocorey@gmail.com,473.6,Curtains,438.8,,438.8,Credit Card,21-09-2025 07:36,,Home Decor,0,Delivered,3,No,Premium,No,438.8
TXN-3268,Frank Klein,ashleyaustin@gmail.com,139.42,Broom,51.42,,51.42,,14-10-2025 09:49,,Household,10,Cancelled,,No,Regular,Yes,51.42
TXN-3269,Steven Wilson,strongdonna@yahoo.com,832.19,Air Conditioner,371.21,2,742.42,,14-03-2024 17:29,Kolkata,Home Appliances,5,Pending,4,Yes,,No,0
TXN-3270,Dr. Jacqueline Monroe,donaldsanchez@scott.com,113.85,Candles Set,22.32,4,89.28,,05-04-2024 08:03,,Home Decor,20,Delivered,2,No,New,Yes,0
TXN-3271,Martha Mcintyre,perryrobert@yahoo.com,2081.14,Handbag,662.99,3,1988.97,Cash,13-08-2025 16:43,Mumbai,Accessories,10,Pending,5,Yes,,No,0
TXN-3272,Ruth Freeman,xwilliams@anderson-norris.com,2896.6,Sneakers,706.74,4,2826.96,,07-03-2025 10:33,Chennai,Fashion,15,Cancelled,4,No,Regular,No,0
TXN-3273,Christopher Moody,amandajackson@scott.biz,698.45,Baby Stroller,307.93,2,615.86,Cash,06-06-2024 10:04,Chennai,Baby Products,0,,1,No,Loyal,Yes,0
TXN-3274,Dominique Hudson,fosternicole@clements.info,620.27,Router,554.7,1,554.7,Credit Card,02-04-2024 03:51,Bangalore,Electronics,,Delivered,2,No,New,Yes,0
TXN-3275,Zachary Harrison,perezmarissa@miller.com,858.11,Sneakers,764.7,,764.7,Cash,03-05-2024 23:28,Chennai,Fashion,20,Cancelled,5,No,Regular,Yes,764.7
TXN-3276,Jacob Rodgers,bateswilliam@gmail.com,1415.41,Sunglasses,660.07,2,1320.14,PayPal,17-06-2025 03:41,Jaipur,Accessories,15,Pending,5,Yes,Loyal,No,0
TXN-3277,Evan Carroll,michele42@murray-valenzuela.com,182.15,Air Conditioner,98.01,1,98.01,Debit Card,28-08-2024 03:28,,Home Appliances,,Pending,4,No,New,No,0
TXN-3278,Travis Wagner,courtneyrogers@gonzales.com,427.17,Ergonomic Chair,359.2,1,359.2,PayPal,07-02-2025 12:38,Pune,Furniture,15,Cancelled,1,No,Regular,Yes,0
TXN-3279,Kristin Thomas,rodriguezcameron@hotmail.com,2159.57,Pen Set,689,3,2067,UPI,17-12-2024 04:28,Jaipur,Stationery,15,Delivered,4,No,Premium,No,0
TXN-3280,Nathan Ramsey,,185.15,Dish Soap,60.28,2,120.56,UPI,20-08-2024 07:13,Jaipur,Household,,,1,Yes,,No,0
TXN-3281,Anthony Hughes,kathleenjohnson@jones.org,956.8,Lipstick,449.91,2,899.82,UPI,13-03-2025 00:39,Mumbai,Beauty,,Delivered,4,No,,Yes,0
TXN-3282,Michael Hughes,wsalazar@gibson.net,672.8,Candles Set,579.18,,579.18,UPI,11-09-2025 06:55,Mumbai,Home Decor,10,,,Yes,Regular,No,579.18
TXN-3283,Charles Walsh,kkidd@singh-reynolds.com,1896.19,4K Smart TV,454.54,4,1818.16,Credit Card,18-02-2024 00:56,Pune,Electronics,0,Delivered,1,No,Loyal,No,0
TXN-3284,Jason Hobbs,omartinez@clark-sullivan.biz,378.5,Smartphone,314.98,,314.98,Cash,20-10-2024 22:45,Pune,Electronics,,Cancelled,3,No,Loyal,No,314.98
TXN-3285,Jill Price,mark62@hotmail.com,1132.78,Ergonomic Chair,368.84,3,1106.52,UPI,13-12-2024 19:37,Bangalore,Furniture,30,Cancelled,2,No,Regular,No,0
TXN-3286,Daniel Lee,rachel86@schneider-lewis.com,538.99,Hair Serum,123.75,4,495,PayPal,28-10-2024 10:39,Pune,Beauty,30,Pending,,No,Premium,No,0
TXN-3287,Matthew Evans,gonzalezmatthew@gmail.com,2906.92,Baby Stroller,708.06,4,2832.24,Cash,24-03-2025 13:41,Hyderabad,Baby Products,,Cancelled,3,No,Loyal,Yes,0
TXN-3288,Joseph White,bensonpaul@hotmail.com,418.04,Laundry Basket,172.67,2,345.34,PayPal,11-03-2024 01:33,Pune,Household,25,,5,No,New,No,0
TXN-3289,Paul Elliott,zandrews@hernandez.info,407.03,Hair Serum,178.68,2,357.36,PayPal,07-05-2024 01:02,Jaipur,Beauty,20,,1,Yes,Premium,No,0
TXN-3290,Bianca Velazquez,lowekristin@gmail.com,754.55,Mop,713.04,,713.04,PayPal,14-11-2023 21:02,Hyderabad,Household,,,1,No,Premium,No,713.04
TXN-3291,Scott Brown,sarah53@hernandez.com,1709.21,Curtains,536.92,3,1610.76,,24-02-2025 06:46,Bangalore,Home Decor,30,Pending,2,No,New,No,0
TXN-3292,Lauren Clayton,jane44@gmail.com,1468.93,Jacket,695.74,2,1391.48,Cash,13-07-2025 09:31,Kolkata,Fashion,0,Delivered,,Yes,Regular,Yes,0
TXN-3293,Stephanie Hernandez,patelchristine@gmail.com,306.65,Smart Refrigerator,271.89,1,271.89,UPI,07-01-2025 11:04,Pune,Home Appliances,10,Pending,3,Yes,New,No,0
TXN-3294,Julie Lucero,beckdwayne@davis-williams.biz,1933.81,Notebook,470.92,4,1883.68,,30-10-2024 10:45,Bangalore,Stationery,20,Cancelled,1,No,Premium,Yes,0
TXN-3295,Christopher Smith,lrichards@yahoo.com,1781.47,Running Shoes,338,5,1690,Cash,22-09-2025 14:02,Bangalore,Sportswear,,Cancelled,,Yes,Regular,No,0
TXN-3296,John Powers,vanessa51@gmail.com,805.05,Ergonomic Chair,728.26,1,728.26,Debit Card,11-02-2024 00:25,Hyderabad,Furniture,,,4,Yes,Regular,No,0
TXN-3297,Megan Rangel,suzanneflores@mcguire.info,2464.46,Power Bank,790.34,3,2371.02,PayPal,10-11-2023 14:19,Bangalore,Electronics,,Delivered,4,No,,No,0
TXN-3298,Leslie Frey,james48@gmail.com,2382.65,Pen Set,790.37,3,2371.11,Debit Card,12-11-2024 11:51,Chennai,Stationery,30,Pending,1,No,Premium,No,0
TXN-3299,Christopher Banks,shane65@gmail.com,279.66,Notebook,240.96,1,240.96,Cash,28-05-2024 02:55,Mumbai,Stationery,30,Pending,3,No,Premium,No,0
TXN-3300,Olivia Ellis,andrea29@navarro.com,837.32,Perfume,785.81,1,785.81,Debit Card,19-08-2024 21:06,Mumbai,Beauty,15,Cancelled,3,No,Loyal,No,0
TXN-3301,John Price,zrogers@hotmail.com,274.06,Wireless Mouse,225.54,,225.54,Credit Card,22-08-2025 05:38,Kolkata,Electronics,0,Pending,5,Yes,,Yes,225.54
TXN-3302,Jessica Zimmerman MD,andrea74@yahoo.com,1284.02,Hair Serum,310.73,4,1242.92,Credit Card,01-01-2024 21:49,Chennai,Beauty,,Cancelled,3,No,Loyal,No,0
TXN-3303,Tamara Miller,,416.97,Pen Set,114.55,3,343.65,PayPal,04-05-2024 22:00,Pune,Stationery,,Cancelled,3,Yes,Loyal,No,0
TXN-3304,James Moore,shieldsalec@doyle.org,2025.83,Coffee Maker,646.33,3,1938.99,Credit Card,22-12-2023 20:55,Mumbai,Home Appliances,10,Delivered,2,Yes,Premium,No,0
TXN-3305,Mark Savage,kristi19@gmail.com,342.31,Vacuum Cleaner,131.66,2,263.32,Credit Card,11-12-2023 19:54,Mumbai,Home Appliances,0,Cancelled,5,Yes,Premium,No,0
TXN-3306,Christina Reese,christopherbean@hamilton.com,3156.39,Table Cloth,772.86,4,3091.44,UPI,09-04-2024 11:39,Delhi,Home Decor,5,Delivered,,Yes,Premium,No,0
TXN-3307,Bobby Flores,troth@jacobs-lopez.com,251.98,Coffee Maker,156.6,,156.6,Credit Card,19-05-2025 10:14,Hyderabad,Home Appliances,15,Pending,1,No,Regular,No,156.6
TXN-3308,Sharon Brown,millerterri@thomas-weaver.com,1058.44,Notebook,504.11,2,1008.22,Debit Card,24-04-2025 21:13,Jaipur,Stationery,10,,3,No,,Yes,0
TXN-3309,Philip Lopez,franciscoreid@hotmail.com,168.65,Organic Soap,156.09,1,156.09,Debit Card,15-06-2024 16:08,Chennai,Groceries,10,Pending,,Yes,Regular,Yes,0
TXN-3310,Katie Mitchell,madison38@gmail.com,1381.25,Dumbbell Set,680.41,2,1360.82,,20-03-2025 20:02,Chennai,Sportswear,30,Cancelled,2,No,New,No,0
TXN-3311,Melinda Campbell,browntroy@brown.info,518.74,Jacket,429.14,,429.14,,07-11-2023 12:34,Chennai,Fashion,,Pending,1,Yes,Regular,No,429.14
TXN-3312,Megan Flores,carrolljessica@yahoo.com,787.02,Planner,723.13,1,723.13,Cash,13-10-2024 08:10,Delhi,Stationery,,Delivered,,No,Regular,No,0
TXN-3313,Robert Wood,vedwards@gmail.com,1929.52,Wall Clock,619.4,3,1858.2,PayPal,23-04-2024 09:12,Delhi,Home Decor,20,Cancelled,4,No,Loyal,No,0
TXN-3314,Amanda Gomez,ynguyen@yahoo.com,1023.58,Detergent,247.2,4,988.8,,23-10-2024 07:27,Pune,Household,15,Pending,1,No,New,No,0
TXN-3315,Julie Hernandez,iherring@yahoo.com,2208.27,Olive Oil,705.18,3,2115.54,Cash,20-08-2024 11:46,Jaipur,Groceries,,,2,Yes,Loyal,No,0
TXN-3316,Lynn Ross MD,brittanywhite@smith.com,2141.12,Bluetooth Speaker,699.96,3,2099.88,,26-05-2024 14:38,Bangalore,Electronics,30,Cancelled,1,No,Premium,Yes,0
TXN-3317,Alex Myers,jeremy79@hotmail.com,1528.75,Wall Clock,757.37,2,1514.74,Cash,19-11-2024 21:28,Jaipur,Home Decor,10,Cancelled,3,Yes,Regular,No,0
TXN-3318,Travis Moore,suzanne15@woods.info,706.73,Sunglasses,135.07,5,675.35,Debit Card,14-07-2025 09:29,Jaipur,Accessories,,,4,Yes,Loyal,No,0
TXN-3319,John Frye,crystal96@martinez.com,300.52,Smart Refrigerator,289.16,1,289.16,UPI,17-07-2025 02:46,Jaipur,Home Appliances,20,Pending,2,No,Loyal,Yes,0
TXN-3320,Bethany Cunningham,smithmitchell@gmail.com,1257.49,Baby Stroller,397.5,3,1192.5,UPI,08-04-2024 21:26,Chennai,Baby Products,30,Delivered,5,Yes,,No,0
TXN-3321,Melissa Kent,,669.65,Pen Set,582.56,,582.56,UPI,19-01-2025 13:02,Jaipur,Stationery,5,Delivered,4,No,Loyal,Yes,582.56
TXN-3322,Melissa Winters,jeanlynch@gmail.com,783.4,Leather Wallet,756.22,,756.22,UPI,11-11-2024 16:49,Jaipur,Fashion,20,Cancelled,5,No,Premium,Yes,756.22
TXN-3323,Stephanie Edwards,nchristensen@miller-henry.org,3234.56,Notebook,627.46,5,3137.3,Debit Card,27-09-2025 14:07,Pune,Stationery,15,,5,No,Regular,No,0
TXN-3324,Tina Adams,ywaters@yahoo.com,2899.39,Dish Soap,705.78,4,2823.12,PayPal,04-05-2025 03:48,Kolkata,Household,5,,4,No,New,Yes,0
TXN-3325,Ryan Brown,cynthiamurphy@olson.com,715.71,Organic Soap,317.77,2,635.54,UPI,08-11-2024 16:18,Bangalore,Groceries,25,,4,Yes,Premium,No,0
TXN-3326,Miss Kimberly Holloway,phillipsbruce@mills.com,1393.34,4K Smart TV,268.5,5,1342.5,Debit Card,09-05-2024 00:10,Chennai,Electronics,25,,3,No,,Yes,0
TXN-3327,Jenny Cardenas,jose24@johnson.biz,855.83,Smartphone,158.67,5,793.35,UPI,29-12-2023 08:08,Mumbai,Electronics,15,Cancelled,2,No,Loyal,No,0
TXN-3328,Ricardo Kaiser,mpeters@yahoo.com,509.81,4K Smart TV,245.56,2,491.12,Credit Card,09-06-2025 07:38,Mumbai,Electronics,,Delivered,3,No,Premium,No,0
TXN-3329,Timothy Bryant,lmitchell@morris.com,685.02,Table Cloth,311.8,2,623.6,UPI,08-12-2023 22:08,Delhi,Home Decor,20,,3,Yes,,No,0
TXN-3330,Kristen Wood,opierce@yahoo.com,313.05,Lipstick,138.69,2,277.38,Credit Card,14-03-2025 05:19,Delhi,Beauty,0,Cancelled,5,No,New,Yes,0
TXN-3331,Christopher Austin,mario90@brown.com,2725.78,Notebook,667.13,4,2668.52,,18-10-2025 04:28,Hyderabad,Stationery,25,,2,No,,Yes,0
TXN-3332,Christian Mills,fischerteresa@miller-cooper.com,1244.37,Smartphone,233.5,5,1167.5,Credit Card,14-11-2024 16:55,,Electronics,0,Pending,4,Yes,Regular,Yes,0
TXN-3333,Antonio Butler,amydavis@gmail.com,275.87,Ergonomic Chair,90.78,2,181.56,Debit Card,11-10-2024 13:30,Delhi,Furniture,25,Cancelled,3,Yes,Loyal,No,0
TXN-3334,Phillip Melton,brianvega@williams.com,2006.1,Vacuum Cleaner,399.04,5,1995.2,Cash,04-11-2024 00:22,Hyderabad,Home Appliances,10,Delivered,2,No,Premium,Yes,0
TXN-3335,Daniel Hall,vincentmorris@santiago.info,255.89,Sneakers,189.64,1,189.64,PayPal,16-11-2023 11:12,Mumbai,Fashion,0,Pending,4,Yes,Regular,Yes,0
TXN-3336,Melissa Pierce,brittanyclark@henry.com,1573.5,T-shirt,760.47,2,1520.94,UPI,27-11-2024 16:06,Hyderabad,Fashion,30,Delivered,5,No,Loyal,Yes,0
TXN-3337,Carly Lewis,joseph58@moore-harris.org,2355.85,Router,574.65,4,2298.6,Credit Card,15-05-2024 06:15,Pune,Electronics,0,Pending,2,No,Loyal,Yes,0
TXN-3338,Gabriel Green,shannon79@powers.com,2910.96,Planner,564.44,5,2822.2,PayPal,30-11-2023 13:29,Bangalore,Stationery,30,Pending,2,No,Regular,No,0
TXN-3339,Brian Fitzpatrick,kathleenfitzgerald@whitaker-craig.org,1202.16,Candles Set,232.32,5,1161.6,Cash,25-07-2025 10:54,Bangalore,Home Decor,15,Cancelled,3,Yes,New,No,0
TXN-3340,John Holland,jay04@robinson.com,360.33,Sunglasses,104.14,3,312.42,Cash,06-04-2024 11:35,,Accessories,30,Pending,2,Yes,Regular,No,0
TXN-3341,Dr. Nathan Ellis MD,mcastillo@norton-estrada.com,1217.65,Air Conditioner,596.82,2,1193.64,PayPal,28-12-2023 12:50,Chennai,Home Appliances,15,,3,No,Regular,No,0
TXN-3342,Stacey Farrell,arroyosarah@wallace-daniel.com,600.25,Table Cloth,191.55,3,574.65,Credit Card,12-01-2024 17:26,Chennai,Home Decor,0,Pending,2,No,Premium,No,0
TXN-3343,Daniel Lee,charles60@yahoo.com,2413.62,Handbag,578.78,4,2315.12,PayPal,18-06-2025 15:00,Bangalore,Accessories,,,5,No,New,No,0
TXN-3344,Bryan Thomas,,160.38,Jacket,71.36,1,71.36,Credit Card,05-07-2025 23:03,Mumbai,Fashion,0,Cancelled,1,No,Loyal,No,0
TXN-3345,Timothy Alvarez,millerjimmy@neal.org,779.44,Curtains,769.35,1,769.35,Debit Card,04-11-2024 19:36,Pune,Home Decor,30,Cancelled,1,No,Loyal,No,0
TXN-3346,Michael Lewis,fjohnson@yahoo.com,335.36,Bluetooth Speaker,245,1,245,UPI,04-08-2025 05:37,Bangalore,Electronics,20,,2,Yes,Regular,No,0
TXN-3347,Christopher Smith,chungnancy@campbell.com,95.19,Dumbbell Set,21.33,1,21.33,Cash,02-04-2025 13:45,,Sportswear,20,Cancelled,1,No,,No,0
TXN-3348,Shane Young,forbesbradley@hotmail.com,1201.13,Vacuum Cleaner,587.83,2,1175.66,Cash,08-08-2025 01:44,Hyderabad,Home Appliances,0,Delivered,4,No,Loyal,No,0
TXN-3349,Kristin Warner,mitchellchristopher@bryant-kennedy.com,3983.25,Dumbbell Set,778.6,5,3893,,14-08-2024 03:06,Delhi,Sportswear,20,,,No,Premium,No,0
TXN-3350,Jacqueline Arnold,jill56@carpenter.info,1107.87,Bluetooth Speaker,540.28,2,1080.56,Cash,25-07-2024 01:35,Mumbai,Electronics,0,,5,No,Loyal,Yes,0
TXN-3351,Brittany Chambers,bward@gmail.com,298.16,Smart Refrigerator,236.35,1,236.35,Cash,07-02-2025 21:48,Jaipur,Home Appliances,10,Cancelled,,No,,No,0
TXN-3352,Chad Middleton,rmolina@gmail.com,301.3,Ergonomic Chair,263.36,,263.36,Debit Card,19-09-2025 06:51,Hyderabad,Furniture,25,,3,No,Premium,No,263.36
TXN-3353,Jonathan Heath,amber29@rowland.biz,2214.47,Detergent,543.81,4,2175.24,Cash,31-12-2023 16:41,Delhi,Household,20,Pending,3,No,Loyal,No,0
TXN-3354,Shirley Mooney,,1471.17,Broom,690.82,2,1381.64,UPI,12-11-2024 03:52,,Household,10,Cancelled,5,No,Premium,No,0
TXN-3355,Nicholas Robles,wrobinson@hotmail.com,1647.37,Office Desk,782.01,2,1564.02,Cash,10-09-2024 02:32,Delhi,Furniture,30,,5,No,Regular,No,0
TXN-3356,Victoria Perez,marywoodard@gmail.com,1487.64,Air Conditioner,464.62,3,1393.86,,07-05-2025 11:51,Bangalore,Home Appliances,15,Cancelled,,Yes,New,No,0
TXN-3357,Ricky Wagner,ethomas@clements.com,1827.82,Wrist Watch,443.28,4,1773.12,Cash,23-12-2024 03:53,Pune,Accessories,25,,,Yes,Premium,No,0
TXN-3358,Tiffany Lee,phillipsjamie@jones.biz,458.44,Smartphone,368.39,,368.39,Debit Card,01-08-2024 21:26,Mumbai,Electronics,5,,2,Yes,New,Yes,368.39
TXN-3359,Alexandra Harper,tbrooks@yahoo.com,555.01,Sunglasses,249.26,2,498.52,Credit Card,21-02-2025 04:41,Pune,Accessories,0,,1,No,Regular,Yes,0
TXN-3360,Karen Mendez,frowland@bell-scott.info,675.63,Dumbbell Set,663.85,,663.85,UPI,28-08-2025 02:21,Jaipur,Sportswear,5,,3,No,Loyal,Yes,663.85
TXN-3361,Nicole Carrillo,stacy70@yahoo.com,1488.05,Power Bank,482.07,3,1446.21,Debit Card,28-11-2023 05:46,Chennai,Electronics,30,,,No,,Yes,0
TXN-3362,Olivia Miller,millerjennifer@hotmail.com,450.65,Keyboard,398.15,1,398.15,UPI,02-03-2025 13:09,Mumbai,Electronics,20,,4,No,Regular,No,0
TXN-3363,Jordan Curry,tjohnson@waters.biz,1516.66,Power Bank,473.83,3,1421.49,,10-01-2024 22:57,Jaipur,Electronics,0,,1,No,Regular,No,0
TXN-3364,Carl Huffman,ljones@hill-cunningham.net,467.86,Sneakers,439.55,1,439.55,,19-03-2025 22:47,Delhi,Fashion,,,,No,Premium,No,0
TXN-3365,Dawn Wilson,rachelcarter@gmail.com,168.89,Pasta Pack,37.13,3,111.39,,29-11-2023 03:07,Jaipur,Groceries,15,,1,Yes,Premium,No,0
TXN-3366,Gary Rodriguez,gonzaleztodd@hughes.com,3181.52,Keyboard,626.86,5,3134.3,PayPal,20-06-2025 04:38,Bangalore,Electronics,,Cancelled,,No,Loyal,No,0
TXN-3367,Eric Walker,jenniferstokes@gmail.com,1807.3,Smartphone,582.22,3,1746.66,,16-01-2024 01:41,,Electronics,,Pending,4,No,Premium,Yes,0
TXN-3368,Carlos Irwin,ycrawford@jordan.com,1954.98,Lipstick,484.89,4,1939.56,Debit Card,05-03-2025 07:01,Delhi,Beauty,15,,4,Yes,Regular,No,0
TXN-3369,Jennifer Johnson,fjones@yahoo.com,2910.25,Smartphone,725.27,4,2901.08,Debit Card,09-09-2025 23:54,Pune,Electronics,25,,2,No,Loyal,No,0
TXN-3370,Heather Morales,davidmartin@lopez.net,197.96,LED Lamp,90.21,2,180.42,PayPal,14-08-2024 04:01,Mumbai,Furniture,,,3,No,Loyal,Yes,0
TXN-3371,Karen Arellano,cwilson@harris.com,2222.82,Laundry Basket,719.17,3,2157.51,Credit Card,31-05-2025 03:18,Hyderabad,Household,,Delivered,3,No,,No,0
TXN-3372,Alexandra Brown,warrenjoseph@smith.com,92.84,Toy Car,62.88,1,62.88,,27-08-2025 15:22,Kolkata,Baby Products,,,5,Yes,Premium,Yes,0
TXN-3373,Mr. Matthew Mendoza,thompsonangela@weaver.com,712.65,Bluetooth Speaker,137.98,5,689.9,Debit Card,25-08-2025 12:17,Jaipur,Electronics,25,Cancelled,4,Yes,Premium,No,0
TXN-3374,Shannon Jones,johnmolina@ward.com,128.58,Baby Stroller,101.52,1,101.52,Debit Card,04-06-2025 14:06,Chennai,Baby Products,10,,1,No,Regular,No,0
TXN-3375,Seth Norman,emilygalvan@cole-huff.com,129.33,4K Smart TV,99.07,,99.07,PayPal,01-06-2025 15:57,Mumbai,Electronics,20,Pending,3,Yes,Loyal,Yes,99.07
TXN-3376,Karen Avery,johnboyd@yahoo.com,2188.84,Yoga Mat,534.59,4,2138.36,Credit Card,20-06-2025 16:30,Bangalore,Sportswear,30,Delivered,2,No,Premium,No,0
TXN-3377,Kyle Butler,kendrawilliams@long-marshall.com,740.72,Ergonomic Chair,690.34,1,690.34,Credit Card,20-06-2024 22:28,Bangalore,Furniture,15,,,No,Premium,No,0
TXN-3378,Lisa Calhoun,shughes@hotmail.com,237.64,Baby Stroller,57.14,4,228.56,UPI,21-04-2025 05:16,Hyderabad,Baby Products,0,Pending,,No,New,No,0
TXN-3379,Melanie Greene,srogers@hester-patel.org,1054.28,Organic Soap,489.08,2,978.16,Debit Card,02-03-2025 14:24,Jaipur,Groceries,30,Pending,2,No,,No,0
TXN-3380,Mark Villa,lawrencebullock@gmail.com,2544.98,Detergent,620.75,4,2483,Cash,10-01-2025 20:10,Delhi,Household,5,Pending,,Yes,New,No,0
TXN-3381,William Lee,mramirez@yahoo.com,313.51,Sunglasses,231.86,,231.86,UPI,01-04-2025 08:43,Chennai,Accessories,,Cancelled,,No,Loyal,No,231.86
