transaction_id,customer_name,email,total_amount,product_name,price,total_sold,revenue_generated,payment_method,transaction_date,store_location,category,discount_applied,delivery_status,customer_rating,return_requested,customer_segment,coupon_used
TXN-3306,Christina Reese,christopherbean@hamilton.com,3156.39,Table Cloth,772.86,4.0,3091.44,UPI,2024-04-09 11:39:29,Delhi,Home Decor,5.0,Delivered,,Yes,Premium,
TXN-3307,Bobby Flores,troth@jacobs-lopez.com,251.98,Coffee Maker,156.6,,156.6,Credit Card,2025-05-19 10:14:46,Hyderabad,Home Appliances,15.0,Pending,1.0,,Regular,No
TXN-3308,Sharon Brown,millerterri@thomas-weaver.com,1058.44,Notebook,504.11,2.0,1008.22,Debit Card,2025-04-24 21:13:19,Jaipur,Stationery,10.0,,3.0,,,Yes
TXN-3309,Philip Lopez,franciscoreid@hotmail.com,168.65,Organic Soap,156.09,1.0,156.09,Debit Card,2024-06-15 16:08:36,Chennai,Groceries,10.0,Pending,,Yes,Regular,Yes
TXN-3310,Katie Mitchell,madison38@gmail.com,1381.25,Dumbbell Set,680.41,2.0,1360.82,,2025-03-20 20:02:01,Chennai,Sportswear,30.0,Cancelled,2.0,No,New,No
TXN-3311,Melinda Campbell,browntroy@brown.info,518.74,Jacket,429.14,,429.14,,2023-11-07 12:34:03,Chennai,Fashion,,Pending,1.0,Yes,Regular,No
TXN-3312,Megan Flores,carrolljessica@yahoo.com,787.02,Planner,723.13,1.0,723.13,Cash,2024-10-13 08:10:08,Delhi,Stationery,,Delivered,,,Regular,No
TXN-3313,Robert Wood,vedwards@gmail.com,1929.52,Wall Clock,619.4,3.0,1858.2,PayPal,2024-04-23 09:12:00,Delhi,Home Decor,20.0,Cancelled,4.0,No,Loyal,No
TXN-3314,Amanda Gomez,ynguyen@yahoo.com,1023.58,Detergent,247.2,4.0,988.8,,2024-10-23 07:27:58,Pune,Household,15.0,Pending,1.0,,New,
TXN-3315,Julie Hernandez,iherring@yahoo.com,2208.27,Olive Oil,705.18,3.0,2115.54,Cash,2024-08-20 11:46:17,Jaipur,Groceries,,,2.0,Yes,Loyal,No
TXN-3316,Lynn Ross MD,brittanywhite@smith.com,2141.12,Bluetooth Speaker,699.96,3.0,2099.88,,2024-05-26 14:38:53,Bangalore,Electronics,30.0,Cancelled,1.0,No,Premium,Yes
TXN-3317,Alex Myers,jeremy79@hotmail.com,1528.75,Wall Clock,757.37,2.0,1514.74,Cash,2024-11-19 21:28:37,Jaipur,Home Decor,10.0,Cancelled,3.0,Yes,Regular,No
TXN-3318,Travis Moore,suzanne15@woods.info,706.73,Sunglasses,135.07,5.0,675.35,Debit Card,2025-07-14 09:29:30,Jaipur,Accessories,,,4.0,Yes,Loyal,
TXN-3319,John Frye,crystal96@martinez.com,300.52,Smart Refrigerator,289.16,1.0,289.16,UPI,2025-07-17 02:46:41,Jaipur,Home Appliances,20.0,Pending,2.0,,Loyal,Yes
TXN-3320,Bethany Cunningham,smithmitchell@gmail.com,1257.49,Baby Stroller,397.5,3.0,1192.5,UPI,2024-04-08 21:26:01,Chennai,Baby Products,30.0,Delivered,5.0,Yes,,No
TXN-3321,Melissa Kent,,669.65,Pen Set,582.56,,582.56,UPI,2025-01-19 13:02:52,Jaipur,Stationery,5.0,Delivered,4.0,No,Loyal,Yes
TXN-3322,Melissa Winters,jeanlynch@gmail.com,783.4,Leather Wallet,756.22,,756.22,UPI,2024-11-11 16:49:48,Jaipur,Fashion,20.0,Cancelled,5.0,No,Premium,Yes
TXN-3323,Stephanie Edwards,nchristensen@miller-henry.org,3234.56,Notebook,627.46,5.0,3137.3,Debit Card,2025-09-27 14:07:58,Pune,Stationery,15.0,,5.0,No,Regular,No
TXN-3324,Tina Adams,ywaters@yahoo.com,2899.39,Dish Soap,705.78,4.0,2823.12,PayPal,2025-05-04 03:48:39,Kolkata,Household,5.0,,4.0,,New,Yes
TXN-3325,Ryan Brown,cynthiamurphy@olson.com,715.71,Organic Soap,317.77,2.0,635.54,UPI,2024-11-08 16:18:40,Bangalore,Groceries,25.0,,4.0,Yes,Premium,
TXN-3326,Miss Kimberly Holloway,phillipsbruce@mills.com,1393.34,4K Smart TV,268.5,5.0,1342.5,Debit Card,2024-05-09 00:10:04,Chennai,Electronics,25.0,,3.0,,,Yes
TXN-3327,Jenny Cardenas,jose24@johnson.biz,855.83,Smartphone,158.67,5.0,793.35,UPI,2023-12-29 08:08:44,Mumbai,Electronics,15.0,Cancelled,2.0,No,Loyal,
TXN-3328,Ricardo Kaiser,mpeters@yahoo.com,509.81,4K Smart TV,245.56,2.0,491.12,Credit Card,2025-06-09 07:38:22,Mumbai,Electronics,,Delivered,3.0,No,Premium,No
TXN-3329,Timothy Bryant,lmitchell@morris.com,685.02,Table Cloth,311.8,2.0,623.6,UPI,2023-12-08 22:08:08,Delhi,Home Decor,20.0,,3.0,Yes,,No
TXN-3330,Kristen Wood,opierce@yahoo.com,313.05,Lipstick,138.69,2.0,277.38,Credit Card,2025-03-14 05:19:27,Delhi,Beauty,0.0,Cancelled,5.0,No,New,Yes
TXN-3331,Christopher Austin,mario90@brown.com,2725.78,Notebook,667.13,4.0,2668.52,,2025-10-18 04:28:04,Hyderabad,Stationery,25.0,,2.0,No,,Yes
TXN-3332,Christian Mills,fischerteresa@miller-cooper.com,1244.37,Smartphone,233.5,5.0,1167.5,Credit Card,2024-11-14 16:55:50,,Electronics,0.0,Pending,4.0,Yes,Regular,Yes
TXN-3333,Antonio Butler,amydavis@gmail.com,275.87,Ergonomic Chair,90.78,2.0,181.56,Debit Card,2024-10-11 13:30:09,Delhi,Furniture,25.0,Cancelled,3.0,Yes,Loyal,No
TXN-3334,Phillip Melton,brianvega@williams.com,2006.1,Vacuum Cleaner,399.04,5.0,1995.2,Cash,2024-11-04 00:22:47,Hyderabad,Home Appliances,10.0,Delivered,2.0,No,Premium,Yes
TXN-3335,Daniel Hall,vincentmorris@santiago.info,255.89,Sneakers,189.64,1.0,189.64,PayPal,2023-11-16 11:12:27,Mumbai,Fashion,0.0,Pending,4.0,Yes,Regular,Yes
TXN-3336,Melissa Pierce,brittanyclark@henry.com,1573.5,T-shirt,760.47,2.0,1520.94,UPI,2024-11-27 16:06:34,Hyderabad,Fashion,30.0,Delivered,5.0,No,Loyal,Yes
TXN-3337,Carly Lewis,joseph58@moore-harris.org,2355.85,Router,574.65,4.0,2298.6,Credit Card,2024-05-15 06:15:48,Pune,Electronics,0.0,Pending,2.0,,Loyal,Yes
TXN-3338,Gabriel Green,shannon79@powers.com,2910.96,Planner,564.44,5.0,2822.2,PayPal,2023-11-30 13:29:29,Bangalore,Stationery,30.0,Pending,2.0,,Regular,
TXN-3339,Brian Fitzpatrick,kathleenfitzgerald@whitaker-craig.org,1202.16,Candles Set,232.32,5.0,1161.6,Cash,2025-07-25 10:54:43,Bangalore,Home Decor,15.0,Cancelled,3.0,Yes,New,No
TXN-3340,John Holland,jay04@robinson.com,360.33,Sunglasses,104.14,3.0,312.42,Cash,2024-04-06 11:35:03,,Accessories,30.0,Pending,2.0,Yes,Regular,No
TXN-3341,Dr. Nathan Ellis MD,mcastillo@norton-estrada.com,1217.65,Air Conditioner,596.82,2.0,1193.64,PayPal,2023-12-28 12:50:30,Chennai,Home Appliances,15.0,,3.0,No,Regular,
TXN-3342,Stacey Farrell,arroyosarah@wallace-daniel.com,600.25,Table Cloth,191.55,3.0,574.65,Credit Card,2024-01-12 17:26:22,Chennai,Home Decor,0.0,Pending,2.0,No,Premium,No
TXN-3343,Daniel Lee,charles60@yahoo.com,2413.62,Handbag,578.78,4.0,2315.12,PayPal,2025-06-18 15:00:08,Bangalore,Accessories,,,5.0,,New,
TXN-3344,Bryan Thomas,,160.38,Jacket,71.36,1.0,71.36,Credit Card,2025-07-05 23:03:20,Mumbai,Fashion,0.0,Cancelled,1.0,No,Loyal,No
TXN-3345,Timothy Alvarez,millerjimmy@neal.org,779.44,Curtains,769.35,1.0,769.35,Debit Card,2024-11-04 19:36:47,Pune,Home Decor,30.0,Cancelled,1.0,No,Loyal,
TXN-3346,Michael Lewis,fjohnson@yahoo.com,335.36,Bluetooth Speaker,245.0,1.0,245.0,UPI,2025-08-04 05:37:25,Bangalore,Electronics,20.0,,2.0,Yes,Regular,No
TXN-3347,Christopher Smith,chungnancy@campbell.com,95.19,Dumbbell Set,21.33,1.0,21.33,Cash,2025-04-02 13:45:33,,Sportswear,20.0,Cancelled,1.0,,,No
TXN-3348,Shane Young,forbesbradley@hotmail.com,1201.13,Vacuum Cleaner,587.83,2.0,1175.66,Cash,2025-08-08 01:44:08,Hyderabad,Home Appliances,0.0,Delivered,4.0,No,Loyal,No
TXN-3349,Kristin Warner,mitchellchristopher@bryant-kennedy.com,3983.25,Dumbbell Set,778.6,5.0,3893.0,,2024-08-14 03:06:03,Delhi,Sportswear,20.0,,,No,Premium,No
TXN-3350,Jacqueline Arnold,jill56@carpenter.info,1107.87,Bluetooth Speaker,540.28,2.0,1080.56,Cash,2024-07-25 01:35:18,Mumbai,Electronics,0.0,,5.0,,Loyal,Yes
TXN-3351,Brittany Chambers,bward@gmail.com,298.16,Smart Refrigerator,236.35,1.0,236.35,Cash,2025-02-07 21:48:57,Jaipur,Home Appliances,10.0,Cancelled,,No,,
TXN-3352,Chad Middleton,rmolina@gmail.com,301.3,Ergonomic Chair,263.36,,263.36,Debit Card,2025-09-19 06:51:49,Hyderabad,Furniture,25.0,,3.0,No,Premium,
TXN-3353,Jonathan Heath,amber29@rowland.biz,2214.47,Detergent,543.81,4.0,2175.24,Cash,2023-12-31 16:41:54,Delhi,Household,20.0,Pending,3.0,No,Loyal,No
TXN-3354,Shirley Mooney,,1471.17,Broom,690.82,2.0,1381.64,UPI,2024-11-12 03:52:01,,Household,10.0,Cancelled,5.0,,Premium,
TXN-3355,Nicholas Robles,wrobinson@hotmail.com,1647.37,Office Desk,782.01,2.0,1564.02,Cash,2024-09-10 02:32:00,Delhi,Furniture,30.0,,5.0,,Regular,
TXN-3356,Victoria Perez,marywoodard@gmail.com,1487.64,Air Conditioner,464.62,3.0,1393.86,,2025-05-07 11:51:43,Bangalore,Home Appliances,15.0,Cancelled,,Yes,New,
TXN-3357,Ricky Wagner,ethomas@clements.com,1827.82,Wrist Watch,443.28,4.0,1773.12,Cash,2024-12-23 03:53:09,Pune,Accessories,25.0,,,Yes,Premium,
TXN-3358,Tiffany Lee,phillipsjamie@jones.biz,458.44,Smartphone,368.39,,368.39,Debit Card,2024-08-01 21:26:25,Mumbai,Electronics,5.0,,2.0,Yes,New,Yes
TXN-3359,Alexandra Harper,tbrooks@yahoo.com,555.01,Sunglasses,249.26,2.0,498.52,Credit Card,2025-02-21 04:41:33,Pune,Accessories,0.0,,1.0,No,Regular,Yes
TXN-3360,Karen Mendez,frowland@bell-scott.info,675.63,Dumbbell Set,663.85,,663.85,UPI,2025-08-28 02:21:15,Jaipur,Sportswear,5.0,,3.0,,Loyal,Yes
TXN-3361,Nicole Carrillo,stacy70@yahoo.com,1488.05,Power Bank,482.07,3.0,1446.21,Debit Card,2023-11-28 05:46:53,Chennai,Electronics,30.0,,,,,Yes
TXN-3362,Olivia Miller,millerjennifer@hotmail.com,450.65,Keyboard,398.15,1.0,398.15,UPI,2025-03-02 13:09:14,Mumbai,Electronics,20.0,,4.0,,Regular,No
TXN-3363,Jordan Curry,tjohnson@waters.biz,1516.66,Power Bank,473.83,3.0,1421.49,,2024-01-10 22:57:27,Jaipur,Electronics,0.0,,1.0,No,Regular,No
TXN-3364,Carl Huffman,ljones@hill-cunningham.net,467.86,Sneakers,439.55,1.0,439.55,,2025-03-19 22:47:07,Delhi,Fashion,,,,No,Premium,
TXN-3365,Dawn Wilson,rachelcarter@gmail.com,168.89,Pasta Pack,37.13,3.0,111.39,,2023-11-29 03:07:27,Jaipur,Groceries,15.0,,1.0,Yes,Premium,
TXN-3366,Gary Rodriguez,gonzaleztodd@hughes.com,3181.52,Keyboard,626.86,5.0,3134.3,PayPal,2025-06-20 04:38:20,Bangalore,Electronics,,Cancelled,,,Loyal,
TXN-3367,Eric Walker,jenniferstokes@gmail.com,1807.3,Smartphone,582.22,3.0,1746.66,,2024-01-16 01:41:29,,Electronics,,Pending,4.0,No,Premium,Yes
TXN-3368,Carlos Irwin,ycrawford@jordan.com,1954.98,Lipstick,484.89,4.0,1939.56,Debit Card,2025-03-05 07:01:02,Delhi,Beauty,15.0,,4.0,Yes,Regular,
TXN-3369,Jennifer Johnson,fjones@yahoo.com,2910.25,Smartphone,725.27,4.0,2901.08,Debit Card,2025-09-09 23:54:55,Pune,Electronics,25.0,,2.0,,Loyal,
TXN-3370,Heather Morales,davidmartin@lopez.net,197.96,LED Lamp,90.21,2.0,180.42,PayPal,2024-08-14 04:01:18,Mumbai,Furniture,,,3.0,,Loyal,Yes
TXN-3371,Karen Arellano,cwilson@harris.com,2222.82,Laundry Basket,719.17,3.0,2157.51,Credit Card,2025-05-31 03:18:34,Hyderabad,Household,,Delivered,3.0,No,,
TXN-3372,Alexandra Brown,warrenjoseph@smith.com,92.84,Toy Car,62.88,1.0,62.88,,2025-08-27 15:22:15,Kolkata,Baby Products,,,5.0,Yes,Premium,Yes
TXN-3373,Mr. Matthew Mendoza,thompsonangela@weaver.com,712.65,Bluetooth Speaker,137.98,5.0,689.9,Debit Card,2025-08-25 12:17:33,Jaipur,Electronics,25.0,Cancelled,4.0,Yes,Premium,
TXN-3374,Shannon Jones,johnmolina@ward.com,128.58,Baby Stroller,101.52,1.0,101.52,Debit Card,2025-06-04 14:06:07,Chennai,Baby Products,10.0,,1.0,No,Regular,
TXN-3375,Seth Norman,emilygalvan@cole-huff.com,129.33,4K Smart TV,99.07,,99.07,PayPal,2025-06-01 15:57:54,Mumbai,Electronics,20.0,Pending,3.0,Yes,Loyal,Yes
TXN-3376,Karen Avery,johnboyd@yahoo.com,2188.84,Yoga Mat,534.59,4.0,2138.36,Credit Card,2025-06-20 16:30:15,Bangalore,Sportswear,30.0,Delivered,2.0,,Premium,
TXN-3377,Kyle Butler,kendrawilliams@long-marshall.com,740.72,Ergonomic Chair,690.34,1.0,690.34,Credit Card,2024-06-20 22:28:59,Bangalore,Furniture,15.0,,,No,Premium,No
TXN-3378,Lisa Calhoun,shughes@hotmail.com,237.64,Baby Stroller,57.14,4.0,228.56,UPI,2025-04-21 05:16:56,Hyderabad,Baby Products,0.0,Pending,,,New,No
TXN-3379,Melanie Greene,srogers@hester-patel.org,1054.28,Organic Soap,489.08,2.0,978.16,Debit Card,2025-03-02 14:24:14,Jaipur,Groceries,30.0,Pending,2.0,,,No
TXN-3380,Mark Villa,lawrencebullock@gmail.com,2544.98,Detergent,620.75,4.0,2483.0,Cash,2025-01-10 20:10:26,Delhi,Household,5.0,Pending,,Yes,New,No
TXN-3381,William Lee,mramirez@yahoo.com,313.51,Sunglasses,231.86,,231.86,UPI,2025-04-01 08:43:02,Chennai,Accessories,,Cancelled,,,Loyal,No
TXN-3382,Patricia Zamora,james58@morris.com,2471.48,Power Bank,475.75,5.0,2378.75,PayPal,2024-01-28 05:51:29,Bangalore,Electronics,,Cancelled,1.0,,Loyal,No
TXN-3383,Sherri Little,isaac75@myers.com,429.41,Broom,418.43,,418.43,,2025-10-22 11:39:04,Chennai,Household,20.0,Cancelled,5.0,,Premium,No
TXN-3384,Kimberly Thomas,david68@smith-lopez.com,3656.67,Notebook,726.7,5.0,3633.5,UPI,2025-10-18 20:26:35,Pune,Stationery,25.0,,3.0,No,,No
TXN-3385,Timothy Pierce PhD,josephjarvis@hotmail.com,2743.1,Router,530.7,5.0,2653.5,Debit Card,2024-11-12 10:56:36,Chennai,Electronics,15.0,Cancelled,,,,No
TXN-3386,Karen Hughes,herbertward@williams.com,3256.61,Leather Wallet,640.44,5.0,3202.2,Credit Card,2024-01-20 16:07:15,Chennai,Fashion,15.0,Pending,5.0,,New,Yes
TXN-3387,Debra Bowers,billkeller@gmail.com,1977.05,Smartphone,649.57,3.0,1948.71,Cash,2023-11-05 20:37:19,Chennai,Electronics,,Cancelled,2.0,No,,Yes
TXN-3388,William Ball,oallen@hotmail.com,515.45,Sneakers,108.3,4.0,433.2,Cash,2025-02-09 01:57:11,Mumbai,Fashion,5.0,Pending,3.0,No,Loyal,
TXN-3389,Debra Tran,andrewsilva@jackson.com,3352.51,Wall Clock,658.72,5.0,3293.6,Debit Card,2024-12-22 23:07:16,,Home Decor,0.0,,,No,,Yes
TXN-3390,Tiffany Davis,pmartinez@yahoo.com,1082.46,Pasta Pack,355.37,3.0,1066.11,Debit Card,2024-04-17 20:08:07,Delhi,Groceries,25.0,Delivered,1.0,Yes,New,Yes
TXN-3391,Leonard Mcclain,daniel34@riley-greene.biz,945.13,Mop,432.83,2.0,865.66,,2024-10-09 18:00:48,Hyderabad,Household,15.0,Delivered,,,Regular,Yes
TXN-3392,Brian Miller,yhernandez@hotmail.com,1456.91,LED Lamp,276.71,5.0,1383.55,UPI,2025-06-03 06:50:41,Hyderabad,Furniture,15.0,Pending,2.0,,,
TXN-3393,Joshua Nelson,hclarke@yahoo.com,2313.87,Perfume,743.0,3.0,2229.0,Debit Card,2024-07-05 08:53:52,Mumbai,Beauty,25.0,Pending,2.0,No,Premium,
TXN-3394,Jordan Hughes,nathanwarner@hotmail.com,61.22,Candles Set,23.78,2.0,47.56,,2025-08-09 06:34:43,Chennai,Home Decor,,Delivered,1.0,Yes,Loyal,Yes
TXN-3395,Jamie French,leonsullivan@espinoza.biz,835.75,Jacket,373.01,2.0,746.02,Debit Card,2025-02-06 13:49:21,Chennai,Fashion,,Delivered,2.0,,New,No
TXN-3396,Toni Parks,chavezlauren@armstrong-ward.com,2807.83,Wall Clock,690.11,4.0,2760.44,Debit Card,2024-11-13 13:00:06,Delhi,Home Decor,5.0,,,No,Loyal,Yes
TXN-3397,Jeremy Coleman,michael45@yahoo.com,2735.03,Handbag,681.96,4.0,2727.84,UPI,2024-11-03 21:21:03,Pune,Accessories,,,5.0,No,New,Yes
TXN-3398,Daniel Richards,wernermichael@davis.com,1728.51,Detergent,410.97,4.0,1643.88,PayPal,2025-02-18 05:42:35,Pune,Household,25.0,Pending,,Yes,,
TXN-3399,Amber Miller,jhernandez@yahoo.com,1258.08,Keyboard,308.35,4.0,1233.4,UPI,2024-06-01 12:45:29,Kolkata,Electronics,30.0,Cancelled,2.0,,New,Yes
TXN-3400,Charlotte Ortiz,hallchristopher@armstrong.com,2033.62,Handbag,484.34,4.0,1937.36,,2024-06-09 02:07:47,Pune,Accessories,5.0,,,Yes,Loyal,
TXN-3401,Teresa Jacobson,mortonjames@jones.com,345.66,Planner,294.02,1.0,294.02,,2024-12-16 22:30:09,Jaipur,Stationery,30.0,Delivered,4.0,No,New,Yes
TXN-3402,Joel Hodges,amandalopez@nguyen.com,949.29,Perfume,299.61,3.0,898.83,Debit Card,2024-11-30 20:29:17,Pune,Beauty,15.0,Delivered,4.0,No,Regular,Yes
TXN-3403,Kathryn Jacobson,garyharrison@gmail.com,1151.0,Coffee Maker,568.61,2.0,1137.22,,2024-05-04 02:42:37,,Home Appliances,0.0,,1.0,,New,No
TXN-3404,Sandra Berry,lsanchez@hotmail.com,997.82,Ergonomic Chair,241.59,4.0,966.36,Debit Card,2024-01-22 13:07:53,Pune,Furniture,30.0,Cancelled,2.0,,Regular,Yes
TXN-3405,Carla Obrien,mcgrathderek@murray-lindsey.biz,2569.94,Coffee Maker,500.55,5.0,2502.75,,2024-12-29 15:31:12,Bangalore,Home Appliances,20.0,,4.0,Yes,Premium,Yes
TXN-3406,Jennifer Warren,hwalton@yahoo.com,497.48,Yoga Mat,486.08,1.0,486.08,Credit Card,2024-03-06 20:02:57,Chennai,Sportswear,10.0,Delivered,4.0,,New,
TXN-3407,Kathryn Ballard,greenemichael@wilson-strong.biz,289.64,Dumbbell Set,130.65,2.0,261.3,Credit Card,2024-08-16 04:59:57,Kolkata,Sportswear,10.0,Cancelled,,Yes,,
TXN-3408,Alexander Freeman,ryanlittle@cole.com,651.81,Smart Refrigerator,321.11,2.0,642.22,Debit Card,2025-03-16 08:27:26,Bangalore,Home Appliances,15.0,Cancelled,5.0,No,Loyal,Yes
TXN-3409,Jennifer Thomas,zking@marquez-watson.com,221.14,Olive Oil,148.36,1.0,148.36,Debit Card,2024-10-23 01:24:58,Mumbai,Groceries,5.0,,2.0,Yes,New,No
TXN-3410,Tyler Sanchez,phillipsbrian@blankenship-eaton.biz,717.73,Laundry Basket,641.08,,641.08,PayPal,2023-12-28 21:13:05,,Household,30.0,,,,New,
TXN-3411,Heather Hunt,villamisty@yahoo.com,620.99,Curtains,577.5,,577.5,UPI,2023-12-20 19:56:53,,Home Decor,30.0,Pending,5.0,No,Premium,Yes
TXN-3412,Corey Weeks,gaydustin@hoffman.net,288.98,Leather Wallet,68.0,3.0,204.0,Credit Card,2024-08-12 13:47:56,Hyderabad,Fashion,30.0,,3.0,No,Regular,
TXN-3413,Jamie Lindsey,christy45@gmail.com,192.46,Detergent,166.98,1.0,166.98,,2025-07-12 12:47:17,Bangalore,Household,,Pending,,No,Loyal,Yes
TXN-3414,Barbara Gonzales,cgallagher@hotmail.com,136.73,Ergonomic Chair,22.94,2.0,45.88,UPI,2025-06-25 12:14:34,Jaipur,Furniture,30.0,,,No,New,Yes
TXN-3415,Nicole Hunter,trivera@simon-reid.com,141.34,Olive Oil,113.03,1.0,113.03,Debit Card,2024-02-16 15:54:02,Delhi,Groceries,20.0,Cancelled,1.0,No,Loyal,No
TXN-3416,Christina Jensen,crobinson@yahoo.com,760.8,Smartphone,698.97,1.0,698.97,UPI,2023-11-07 14:43:33,,Electronics,,Delivered,4.0,Yes,New,No
TXN-3417,Cheyenne Hudson,ronaldcarroll@gmail.com,1296.61,Yoga Mat,255.17,5.0,1275.85,Credit Card,2023-10-29 15:27:37,Bangalore,Sportswear,,Delivered,1.0,,Premium,
TXN-3418,Carla Johnson DDS,taylorzavala@snyder.com,1256.52,Laundry Basket,303.3,4.0,1213.2,PayPal,2025-02-19 06:50:44,Jaipur,Household,25.0,Cancelled,3.0,No,Regular,
TXN-3419,Jacqueline Harrison,crystal58@gmail.com,506.7,Wall Clock,107.41,4.0,429.64,Cash,2025-03-30 20:41:16,,Home Decor,0.0,Delivered,2.0,No,New,
TXN-3420,Michelle Meyer,jeremyjohnson@yahoo.com,618.23,Organic Soap,587.85,,587.85,Debit Card,2024-05-27 14:51:11,Pune,Groceries,5.0,,3.0,No,Premium,Yes
TXN-3421,Jordan Porter,cranekevin@yahoo.com,522.08,Wireless Mouse,249.3,2.0,498.6,PayPal,2024-01-19 22:08:07,Pune,Electronics,30.0,Pending,4.0,,,No
TXN-3422,Kristen Richard,stevenhernandez@terry.com,30.97,Leather Wallet,10.45,1.0,10.45,Credit Card,2024-09-13 17:09:06,Chennai,Fashion,,Delivered,2.0,No,Premium,
TXN-3423,Jennifer Rivera,franciscoolson@jones.biz,148.91,Detergent,100.25,,100.25,UPI,2024-09-08 11:52:33,Kolkata,Household,,Cancelled,5.0,,,
TXN-3424,Brittany Kennedy,sharon14@tucker.biz,1581.74,Pen Set,508.9,3.0,1526.7,,2025-01-28 05:53:42,,Stationery,20.0,Pending,2.0,Yes,Loyal,No
TXN-3425,Jeffrey Young,matthewharper@bennett.com,1379.75,Perfume,269.24,5.0,1346.2,,2024-02-22 17:57:21,Hyderabad,Beauty,0.0,,3.0,Yes,Premium,
TXN-3426,Katherine Davis,smithgregory@carter.com,1442.97,T-shirt,677.15,2.0,1354.3,Debit Card,2025-03-29 13:06:59,Jaipur,Fashion,10.0,Delivered,,,,No
TXN-3427,Amanda Orozco,williamsbrandi@gmail.com,2445.18,Baby Stroller,596.59,4.0,2386.36,UPI,2025-02-17 09:27:14,Delhi,Baby Products,15.0,Pending,5.0,No,Regular,No
TXN-3428,Thomas Clarke,lrodriguez@yahoo.com,1436.19,Smart Refrigerator,354.14,4.0,1416.56,Cash,2025-02-18 05:25:57,Mumbai,Home Appliances,25.0,Cancelled,1.0,No,Premium,No
TXN-3429,Andrea Salazar,fordmelissa@schneider.net,3032.86,Detergent,742.99,4.0,2971.96,Cash,2024-01-11 20:42:04,Hyderabad,Household,15.0,Cancelled,2.0,,Premium,No
TXN-3430,Danny Campbell MD,heatherpatrick@yahoo.com,2452.85,Running Shoes,482.41,5.0,2412.05,Credit Card,2024-11-27 11:01:30,Delhi,Sportswear,5.0,Delivered,,Yes,Premium,
TXN-3431,Matthew Briggs,lauraboone@hotmail.com,492.96,Toy Car,399.19,1.0,399.19,,2024-07-08 21:20:10,Bangalore,Baby Products,0.0,Delivered,,Yes,Regular,Yes
TXN-3432,Joel Warner,brownnancy@rodriguez.com,2430.84,Lipstick,787.12,3.0,2361.36,,2024-02-22 04:32:41,Kolkata,Beauty,5.0,Delivered,2.0,No,New,Yes
TXN-3433,Diane Cook,jennifergraham@gmail.com,895.97,Wireless Mouse,797.09,1.0,797.09,PayPal,2025-10-20 10:59:06,Mumbai,Electronics,15.0,Pending,4.0,No,Regular,No
TXN-3434,Terri Arnold,pauladouglas@yahoo.com,1212.96,Wall Clock,240.23,5.0,1201.15,PayPal,2024-02-27 18:50:22,Chennai,Home Decor,10.0,Delivered,4.0,,New,Yes
TXN-3435,Gregory Williams,flopez@yahoo.com,3129.63,Smartphone,623.1,5.0,3115.5,PayPal,2025-03-23 13:02:29,Pune,Electronics,20.0,Delivered,4.0,No,Premium,
TXN-3436,Rachel Huffman,lisamcgee@hotmail.com,2045.74,Pasta Pack,650.11,3.0,1950.33,UPI,2024-09-21 06:02:09,Chennai,Groceries,30.0,,2.0,No,New,Yes
TXN-3437,Tina Walton,boothfrank@perry-tucker.com,394.17,Jacket,374.42,,374.42,Credit Card,2024-02-21 06:56:19,Mumbai,Fashion,5.0,Pending,1.0,No,Premium,Yes
TXN-3438,Charles Hunt,rebecca26@gmail.com,769.81,Vacuum Cleaner,233.16,3.0,699.48,PayPal,2025-06-18 22:45:43,Pune,Home Appliances,,,4.0,Yes,,
TXN-3439,Isaac Cooper,aaron78@gmail.com,273.94,Wall Clock,249.01,,249.01,Cash,2024-04-10 03:22:03,,Home Decor,25.0,Pending,4.0,Yes,New,Yes
TXN-3440,Michael Hodge,lpreston@hotmail.com,146.38,Smart Refrigerator,34.79,3.0,104.37,Cash,2025-10-17 21:33:40,Jaipur,Home Appliances,30.0,Cancelled,4.0,Yes,New,
TXN-3441,Jessica Dodson,lmaynard@roberts.com,2738.17,Toy Car,530.14,5.0,2650.7,Debit Card,2024-07-13 13:06:19,Mumbai,Baby Products,10.0,Cancelled,4.0,Yes,Loyal,No
TXN-3442,Kevin Hanna,,114.2,Ergonomic Chair,43.2,2.0,86.4,PayPal,2025-10-15 04:31:36,Jaipur,Furniture,20.0,Pending,,Yes,Loyal,Yes
TXN-3443,Kevin Cole,montoyaelizabeth@hotmail.com,546.49,4K Smart TV,508.91,,508.91,PayPal,2024-05-13 14:26:23,Kolkata,Electronics,25.0,Delivered,1.0,No,,Yes
TXN-3444,Aaron Perez,aallen@williams-jones.com,194.34,Leather Wallet,126.77,,126.77,,2024-12-17 22:48:59,,Fashion,20.0,,5.0,,,
TXN-3445,Kimberly Butler,crawfordbetty@hotmail.com,434.63,Yoga Mat,353.6,,353.6,Cash,2025-03-25 20:12:13,,Sportswear,20.0,,1.0,No,New,Yes
TXN-3446,Penny Wyatt,gregory30@hotmail.com,525.64,Baby Stroller,475.56,1.0,475.56,Cash,2024-09-26 19:21:37,Jaipur,Baby Products,15.0,Cancelled,5.0,Yes,Loyal,No
TXN-3447,Matthew Potts,andersonkara@jackson-carter.com,796.89,Hair Serum,714.3,1.0,714.3,,2024-09-15 23:46:57,Chennai,Beauty,30.0,Cancelled,1.0,,Premium,Yes
